job_id,company,jobdescription,jobtitle,skills,joblocation_address,vacencies,Domain,Linkidin,time
50,Lycos Internet,"Junior Level Multiple Openings** Must have good communication skillsPosition # 15-6 years in Identity and access management areaFollow procedures for entitlement provisioning across all platforms and applications under control of the identity and access management teamFulfilling entitlement requestsFunctions as an escalation for the Access provisioning requests for security or access related issuesTroubleshooting complex access security related issuesDevelop and maintain security administration documentation, including procedure documentation for provisioning processes within non-standard platform applicationsAssists with periodic access review and remediation activitiesProvides assistance with internal and external auditsReviews security reports and researches violations and inconsistenciesManage SunldM /OIM , Active Directory and Databases Technical Skills:Exposure to Identity and Access Management.SunldM/OIM , Active Directory and Databases, Oracle 10g - TOAD, Process Skills:Familiar with ITIL.Working knowledge of ticketing systems, like Service Center.Position # 2 IT professional with 4-6 years’ experience, and strong inter-personal skills.Exposure to Identity and Access Management.Conduct Access Reviews for application, as part of Identity and Access Management Access Review team.Manually resolve Identity discrepancies between Identity Management systems.Participate in Automated Access Review with AcCord application.Interact with Platform owners, Sponsors/managers, end users and Administrators to determine accounts to be Reauthorized or Revoked in the reviews that are performed. Technical Skills:Exposure to Identity and Access Management.3 years experience in advanced Excel skills.  2 years’ experience in VBA knowledge an added advantage.2 years’ experience Basic SQL query writing, scripting. Process Skills:Familiar with ITIL.Working knowledge of ticketing systems, like Service Center. Behavioral Skills:Self-starter, smart, and quick learner.Excellent written and oral communication skills.Ability to lead and conduct end client meetings.",Junior Identity Management Contracts - 2 Positions/Long Term,IAM SQL IDM SUN OIM TOAD Oracle,"Bengaluru, Karnataka",yes,lycos.com,https://www.linkedin.com/company/lycos/,0
51,Supertron Electronics," 12 month contractInterview Process  Phone + SkypeRate: $NegotiableMySQL Architect Experience.� MySQL (7+ years working with MySQL on LINUX and Cloud). Performance Tuning, ClusteringMySQL internals Qualifications: 7+ years of experience administering MySQL replication, configuration, and deployment strategies. Strong Knowledge with database architecture design, including data partitioning and application partitioning Strong understanding of distributed systems, different levels of data consistency, CAP theorem�� Expert knowledge in maintaining, building, supporting, tuning, and monitoring production in MySQL database servers.",MySQL Architect,"Seeking Microsoft technology developer for a contract position to work at the Naval Base in Jacksonville Florida.  5 years experience using C# ASP.NET .NET Visual Stuidio, SQL Server is required.   Its a multi-year position.   Remote work may be possible after a few months on the jobThe position is available to fill Now.email sam@arcbridge.com ASAP to be considered. ","Chandigarh , Chandigarh",yes,supertron.com,https://www.linkedin.com/company/supertron/,0
52,Polaris Consulting & Services,"ResponsibilitiesResponsible for installation, configuration, operation, and maintenance of computer systems. Ensures that system infrastructure, hardware, networks, operating systems, and applications perform to established specifications and provide intended services to customers. Opens, closes and modifies accounts; establishes and controls permissions for user accounts; responds to service requests; understands firewall rules and implements them as per issuing authority. Familiar with FISMA and ITIL requirementsSkills RequiredTechnical training in one or more of the following: MS Windows Server 2008/2012 R2 & Hyper-V. Technical training in one or more of the following: Active Directory, Exchange 2010/2013/Office 365, TCP/IP, wireless devices. Training or specific experience in Cisco or similar switch products. Training or specific experience in at least one of the following: Network hardware and software, Next Gen Firewall, configuration management or SAN administration.Certification in at least one of the following: MCSA, MCSE, CCNA, Network +, or equivalent. Certification in ITIL 3 or Security+ or equivalent.Formal education in computer science or a related field – or specific experience in one of three areas: networks, operating systems, or applications. BS in computer science or math, or BS in any area and one year specific experience, or BA and two years specific experience, or without a degree five years general experience with two years of specific experience. AAS degrees in systems technology or related fields satisfy the specific experience requirement.Skills PreferredITIL foundations certificate",System Administrator,"ITIL MCSA, MCSE, CCNA, Network+, Security+, Cisco","Chennai, Tamil Nadu ",yes,polaris.com,https://www.linkedin.com/company/polaris/,0
53,Persistent Systems,"Candidate will be responsible for hygiene related audits and changes to the network, as well as miscellaneous requests involving configurations changes on large quantity scale. Implement and document any recommendations for change management, lifecycle management, and problem management issues as required. Principal Responsibilities: 1) Global Maintenance of device configuration as per certified standards and Engineering recommendations 2) Create, administer, and execute changes in mass-scale device quantity 3) Act as team representative for weekly change management review meetings 4) Provide coordination and act as a team interface between Network Operations and the Engineering, Deployment, and Security teams 5) Conduct network audits and risk assessment as required and remediate if necessary 6) Review posted documentation to ensure network is in adherence to and compliant of any mandates 7) Create, debug, and maintain scripts to optimize work flow 8) Facilitate and coordinate work with external vendors for areas that are not under current management 9) Participate in design and peer reviews 10) Adapt and transform operational and/or functional needs into solutionsSKILLS REQUIREDUnderstanding of routing protocols OSPF, RIP, BGP, multicast, MPLS (L3 VPN, L2 VPN, VPLS, preferably from a provider point of view). Understanding of layer 2 protocols  HDLC, PPP, spanning-tree protocols Understanding of Wireless technologies and devices (CAPWAP, WLC,  FlexConnect, etc.) Device platforms including Juniper, Cisco, Arista, Cylades, BNT, HP etc Scripting experience (shell, PERL, etc) Project management/coordination (optional)SKILLS DESIREDStrong command of Microsoft Excel, Visio and PowerPoint • Strong organizational skills, customer service focus, attention to detail, and process orientation • Ability to communicate clearly and concisely, both orally and in writing • Ability to distill and present information to business community in non-technical terminology • Business analysis skills, with the ability to forecast implications and provide consultative recommendations and solutions • Ability to set priorities, meet deadlines and manage operational lifecycle ",Senior Network Engineer/ Scripting,"Network Engineer, Scripting","Delhi, Delhi",yes,persistent.com,https://www.linkedin.com/company/persistent/,0
54,Infinite Computer Solutions,"We are seeking an articulate IT Recruiter who will work closely with the  Business Development teams to identify, hire, and deliver qualified technical resources for in-house and client engagements.What You'll Do:Recruit new graduates from various universities.Recruit experienced talent for client projects. Work effectively with senior IT executives, middle management, human resources departments, hiring managers, project managers, and decision influencers in the marketing and technology disciplines to fulfill existing and create new IT staffing relationships. Continually evaluate past performance and strategies and strive to develop effective, customized tactics that will help the company realize revenue goals.Continually build new business relationships through networking, cold calling and warm leads.Meet and exceed Addteq’s staffing targets.Maintain account database. Perform update calls and gather relevant information to keep accounts current.What We're Looking For:3-4 years of recruiting experience - experience recruiting in IT Industry. Natural communicative ability - identify, attract, and communicate with potential candidates.Should have good understanding of technology and be conversant with technical terms - explain job requirements.Demonstrated ability to assume increasing responsibility and handle multiple requirements at any given time - role has potential for growth.Who We Are:We conceptualize, develop and market innovative solutions for Global agile software development teams to provide simple, integrated and access-anywhere ways for software release management.We specialize in software configuration, build automation, and release management.We firmly believe that automation is essential for successful software releases! We center our products and services around this fundamentally unique approach to delivering complete software release management solutions.If you feel the same as we do about software automation, please join us!",IT Recruiter,"Recruiter , cold calling, networking, social skills, staffing","Hyderabad, Telangana",yes,infinite.com,https://www.linkedin.com/company/infinite/,0
55,Sonata Software,"This is fulltime job with our client in Charlotte, NC. Our client is not able to sponsor a visa at this time. Client would like local candidates who can go for onsite interviews. SKILLS:Candidates with expertise/experience in one or more of the following:•       Microservices architecture and domain driven design.•       Cloud Application Design patterns and frameworks (for e.g. service discovery, circuit breaker, and 12 factor).•       Container and Container Management frameworks. (for e.g. Docker, Kubernetes, Swarm)•       Container based PaaS (for e.g. Redhat Openshift, AWS ECS, Azure, Container Services)•       API based Development and tools (Blueprint, RAML, Swagger)•       Cloud Security (oAuth2 and SAML)•       Polyglot programming skills. for e.g. java, C#, scala, python•       Proficient in NoSQL and Relational Databases.•       Webservices (REST\SOAP) •       Messaging products like (Rabbbit MQ, JMS based products, Kafka, Tibco Rendezvous, MQ or EMS).•       Good understanding of industry UI frameworks – node, react, Angular•       DevOps, Test Driven Development and software development methodologies.•       Deep understanding of auto-scalability and high-availability concepts on Cloud environments.•       Hands-on technical prototyping experience in Cloud Computing environments (e.g., Google App Engine, Microsoft Azure, Amazon AWS).•       Understanding of security at different application layers - operating systems, database systems, middleware, web etc.•       Experience with defining and developing detailed technical documentation.•       Able to work in a team of Architects to design applications that meets defined requirements and standards. EDUCATION, EXPERIENCE & SKILLS: •       Bachelor’s degree in Engineering, Computer Science, or related field.•       Minimum of 8 years of information technology background, with a minimum of 2 to 4 years of strong cloud application development experience.•       Any formal Cloud based training and any industry cloud related industry accredited certification is a plus.•       Previous experience in Financial Services is a plus. ",MicroServices Cloud Application Architect,"microservices, service discovery, circuit breaker, 12 factor, docker, kubernetes, swarm, aws, ecs, azure, container, redhat,","Indore, Madhya Pradesh",yes,sonata.com,https://www.linkedin.com/company/sonata/,0
56,Ricoh India," We are looking for a well-rounded System Administrator to provide Red Hat Enterprise Linux support on servers and end-user support on Linux and Mac OS X desktops at the NAS Supercomputing Facility at NASA's AMES Research Center. The selected candidate will be part of a team of IT support specialists and participate in week-long, 24/7 on-call coverage (average once every 5-6 weeks). Requirements for this position are:US citizenship is a must 5-7 years Red Hat Linux experience Configuration management experience, preferably with CFengine Java and Shell programming experience Desired experiences include: Database administration experience is a plus Mac OS X admin experience is a plus   Job duties include: Responsible for the installation, maintenance, and upgrade of computer hardware and software Propose and implement system enhancements that will improve the reliability and performance of the system Monitor system usage and performance Control user access and passwords   Familiarity with NASA IT environments, Federal IT requirements and guidelines (FISMA, NIST) and awareness of industry best practices (CIS Benchmarks, FDCC/USGCB) would be ideal.",NCCS006 System Administrator,"Configuration Management, Database, Database Administration, Hardware, Java, Linux, Management, OS x, Programming, Research, Sun, System Administrator","Jaipur, Rajasthan",yes,ricoh.com,https://www.linkedin.com/company/ricoh/,0
57,Neoteric Infomatique,"Adpearance is a rapidly-growing agency in Portland, Oregon with deep software development and digital marketing capabilities. We're adding to our team of developers at both mid- and senior-levels. We want to hire smart people who like to work, love a challenge and want to be a part of something special! Responsibilities If you join the team, you'll be: - Building cool stuff. We promise. You won't be bored here. The industries we serve span B2B and B2C. - Working on a team. Almost a quarter of our staff are developers, and we work together on a broad range of collaborative projects. - Continuously learning. As new technologies and frameworks appear, we empower each other to enrich our knowledge and practices. - While we assign developers to projects where their skill will be put to best use, we generally designate between web project developers and software developers. Required Qualifications You are an ideal candidate if: - You are formally trained with a strong academic record. You read that right. We care about your CS degree and your GPA. Tell us about all the nerdy details. - You are a problem solver. You can understand the full scope of a problem and build a solution that addresses the need from start to finish. And you love to do it. - You are versatile. Expert knowledge of PHP/MySQL, AJAX, REST, UNIX shell commands. Experience with common frameworks, third-party APIs, and version control. Comfortable with HTML, CSS, Javascript. - You get things done. You don't just solve problems. You find new ones and solve those too. Bonus points if you've heard the phrase, ""Wow, you're fast"" more than a couple of times. Compensation - Salary commensurate with experience - Health, 401K-matching, generous PTO, paid family leave, annual Trimet pass - Community partnership opportunities - An awesome job that can grow with you - A team environment with no egos or politics - Delicious baked goods (on a semi-regular basis) and Fun Lunches (on an anytime basis)",Web Developer,"PHP, MySQL, Ajax","Kolkata , West Bengal",yes,neoteric.com,https://www.linkedin.com/company/neoteric/,0
58,Symantec India,"Programmer Analyst - Java, Spring, HadoopLocation: Reading, PADuration: 6months contract to HireRate: DOECandidates willing for a 6months contract to hire should apply.Email resumes to lalitha@adroitassociates.comPosition SummaryThe programmer will participate in data integration projects bringing in data from multiple disparate internal and external data sources. This position will also be responsible for maintaining various data integrations in the client data environment.Major ResponsibilitiesBring data from multiple data sources in the client's data platform.Transform the data utilizing various business and technical validation rules before pushing the data in Gemfire and GreenplumDesign schema and create models to enable analyticsMajor Qualifications- Experienced on Hadoop. - Proficient in Core Java including Collections , Garbage collection , Multithreading, and Exception handling - Proficient with writing code in Python, Groovy, Bash scripting, and/or Perl. - Experienced on JVM, Java XML - JAXP, JAXB, and JAX-WS. - Experience with Spring Framework (Core, Integration, et al.) - Posses strong concept of Abstract Class, Serialization, Interfaces, overriding and packages. - Proficiency in XML and JSON parsing - Experience with SQL  - Experience with any NoSQL DB, Redis, Oozie, Apache Falcon, Zookeeper or any scheduler is preferred ",Java with Spring Hadoop,"Java, SPRING HADOOP","Lucknow, Uttar Pradesh",yes,symantec.com,https://www.linkedin.com/company/symantec/,0
59,ITC Infotech India,"Advanced Project Consulting (APC) is a defense contracting firm based in Warner Robins, GA. We provide outstanding engineering, logistics and information technology support to our customers while maintaining agile, personalized service. We are constantly looking for energetic, trustworthy and dedicated professionals to join our team.  We are an equal employment opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, national origin, disability status, protected veteran status or any other characteristic protected by law. Advanced Project Consulting has full time Software Developer and Senior positions open at Robins AFB, GeorgiaSoftware Developer:    https://recruiting.myapps.paychex.com/appone/MainInfoReq.asp?R_ID=1434888Primary responsibility will be sustainment/enhancement of an Integrated Data Environment (IDE) of client/server logistics, maintenance, and engineering database applications. Under minimum supervision, analyzes and develops complex software programs and integration of logistics data from multiple sources.  Applies Information Assurance principles and techniques in the design of software solutions.  Follows Object Oriented Programming, Software Configuration Management, and Agile methodologies to the design, develop, test, and deploy scalable and maintainable intranet-based software solutions. Designs and implements database schemas utilizing Microsoft SQL Server and Oracle. Prepares technical application documentation required to support security certifications.Senior Software Developer:https://recruiting.myapps.paychex.com/appone/MainInfoReq.asp?R_ID=1434431Primary responsibility will be sustainment/enhancement of an Integrated Data Environment (IDE) of client/server logistics, maintenance, and engineering database applications. Under minimum supervision, analyzes and designs complex programming/software projects related to the development of software products and integration of logistics data from multiple sources.  Applies Information Assurance principles and techniques in the design of software solutions.  Follows Object Oriented Programming, Software Configuration Management, and Agile methodologies to the design, develop, test, and deploy scalable and maintainable intranet-based software solutions. Designs and implements database schemas utilizing Microsoft SQL Server and Oracle. Prepares technical application documentation required to support security certifications.Both positions will be expected to have the following:Strong analytical, organizational and research skills and the proven application of these skills to analyze and sustain software applications, databases and decision support systems.High degree of independence while collaborating with customer and development staff.Verbal/written communication skills including the capability to convey technical requirements and integration strategies to the development team.Ability to work in team environment. Job Requirements for Software DeveloperBachelor's degree in computer science (or related field) or 4 years’ equivalent experience for a total of six years of applicable experience. Job Requirements for Senior Software DeveloperBachelor's degree in computer science (or related field) or 5 years’ equivalent experience for a total of 10 years of applicable experience.Both positions will require the following experience and preferred skills: Database design and programming in Microsoft SQL Server and/or Oracle environments.Knowledge of Microsoft-based network/server administration.Software Quality Assurance Application Testing, and Configuration Management processes/practices.Programmer/developer expertise with web development and client development skills, including experience with the following: .NET, C#, HTML, Visual Studio, Microsoft Office Suite, data integration tools/techniques, and Structured Query Language.Knowledge of TechSight/X, S1000D and Serna software.  ",Software Developer and Senior,"Software Developer and Senior, .NET, C#","Pune, Maharashtra",yes,itc.com,https://www.linkedin.com/company/itc/,0
60,NetApp India," Configuration of an Archer software toolDevelop disaster recovery testing plans and execution for mission critical CFACTS /RSA Archer applicationsResponsible for end to end configuration of new and existing Archer applicationsResolving platform related and end user related issuesAssist with maintenance activities, troubleshooting and resolving production issues, and maintaining content through regular vendor releasesSupporting roles in the phased deployment of CFACTS/RSA Archer solutionsParticipate in infrastructure development, platform enhancements and software upgrades with other CAFACTS technical teams.Support and/or perform the on-going configuration and support for the RSA Archer/ CFACTS Application platformSupport integration of hardware and software asset management into CFACTSMinimum Requirements: Bachelor's Degree in Computer Science, Engineering, Information Technology or related field with with 2 -5 years of experience as an RSA Archer Developer / AdministratorExperience with maintenance activities, troubleshooting and resolving production issuesRSA Archer Administrator Certification would be a plusExperience managing Governance, Risk and Compliance software application deployments We are proud to offer a robust benefits package including medical, dental, vision, 401(k) retirement plan, employee stock ownership plan, disability insurance, flexible spending accounts and more in order for our employees to maintain a secure work/life balance.  Qualified candidates should apply online at:  www.assyst.net. ASSYST is an Equal Opportunity Employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, disability, military status, national origin or any other characteristic protected under federal, state, or applicable local law.",RSA Archer Administrator,"RSA Archer, Configuring, troubleshooting and resolving production issues","Varanasi, Uttar Pradesh",yes,netapp.com,https://www.linkedin.com/company/netapp/,0
61,SFO Technologies,"Our organization is evolving into a focused customer centric model. A critical element of this initiative and key to our company’s strategic direction is implementing a CRM capability. The Senior Programmer Analyst will play a vital role in this endeavor by providing the technical knowledge and leadership to stand up a global CRM solution across multiple business functions. Furthermore, this position will be expected to actively collaborate with the business functions to help define business processes and participate in the solution identification and system configuration to help the company develop and maintain a global application portfolio that drives innovation and value every day. Some of the initiatives that this Sr. Programmer Analyst may lead include:Partner with the Commercial Operations business area to implement and expand a global CRM system. These business areas include Sales, Marketing, Finance, Customer Support, and Technical Support.Collaborate with cross-functional teams to address strategic business issues involving CRM and sales operations.Provide technical leadership in the ownership and resolution of Salesforce application problems and enhancements to ensure the availability, integrity, performance and maintainability of the system.Undertake a technical lead role on the Salesforce platform and establish a mentoring program for less experienced team members Required Skill and Experience:Five plus years' experience in Salesforce devlopment a mustSolution Architecture Skills – ability to drive leading practices and established design patterns for integration and core application development in Salesforce.com.Experience with common Force.com code development/migration tools (Eclipse, ANT, etc.).Profiles that include Salesforce.com developer certifications (ADM-201 or DEV-401/DEV-501).Certified in Sales Cloud and Service Cloud strongly preferred.Excellent interpersonal skills with a demonstrated ability to work in a team-oriented sales-driven environment.Familiarity working in an FDA validated environment is preferred.Custom web service development is preferred.Demonstrated working knowledge of multiple business disciplines.Requires ability to educate and train others.Requires in-depth knowledge of specific programming language in a relational database environment. Sound working knowledge of multiple operating system environments.Requires in-depth knowledge of Systems Analysis and Design concepts and associated tools.Ability to perform, review, and lead data modeling and application design specification efforts with meetings.Demonstrated ability to integrate multiple applications on multiple platforms including experience in a PC development environment using different programming languages.Demonstrated ability to lead projects, including project management tool experience, leading project teams, and coordination with client personnel.Demonstrated ability to communicate effectively both verbally and in writing.",Senior Programmer Analyst (Salesforce),"Senior Programmer Analyst, Salesforce, solution architect, code development, web development","Ahmedabad, Gujarat",yes,sfo.com,https://www.linkedin.com/company/sfo/,0
62,3i Infotech,"�The Manager of Development is responsible for managing and coordinating resources and processes to deliver successful software releases for our client. The manager is responsible for day-to-day operational management of a team of developers across all phases of the software development lifecycle. The manager works with the chief technology officer, the director of product management, and others across the organization to help shepherd software initiatives and ensure regular, successful enhancements to our clients products. EDUCATION/CERTIFICATIONBachelor’s degree in Computer Science, Computer Engineering, Information Systems, or equivalent experienceEXPERIENCE Minimum of two years of management and leadership experience in a software development organization required.Must have at least five years’ experience working through the design, development, release, delivery, and support of software products.Must have experience operating a team within the Agile/Scrum development methodology.Must be an exceptional communicator; possess superior analytical, time management, project management, and communication skills including verbal, written, and well-developed, active listening and relationship building skills.Previous experience with Software as a Service (SaaS) style of delivery desired.Previous experience developing web- and database-driven software desired.Must possess a solid understanding of relational databases (MS SQL, MySQL, etc.)Must possess a solid understanding of web services and APIsFamiliarity with .NET a plusWorking knowledge of our clients products and services a plus ESSENTIAL DUTIES and RESPONSIBILITES:Disclaimer: Job descriptions are not intended, nor should they be construed to be, exhaustive lists of all responsibilities, skills, efforts or working conditions associated with the job. They are intended to be accurate reflections of the principal duties and responsibilities of this position. These responsibilities and competencies listed below may change from time to time.Manage multiple software development projects across a team, ensuring that appropriate procedures, processes, tools and staffing levels are in place for all software development, test, and release activities.Ensure the development team is implementing agreed upon development standards and best practices while following the Agile Scrum methodology.Support customer-facing teams within the organization in their usage of the products.Work with business leaders and end users to define new processes and system enhancements that bring efficiencies, cost saving benefits, and/or additional revenue to the business.Participate in product prioritization and review sessionsManage activities and timelines for developing software and products in line with business priorities.Lead efforts to locate, retain, evaluate, and mentor developersDemonstrate excellent oral and written communication in interactions with all levels of the organizationLead the development team’s involvement in sprint cycles, especially scrums, sprint reviews and sprint retrospectivesManage resource hours and budget for capitalization purposes.Marshall necessary resources to trouble-shoot issues, research and design short-term and long-term solutions.Assist product and other managers during sprint planning, release planning, and release reviewWork with the CTO and other managers to evaluate, improve, and deliver on departmental and company objectives.Help monitor and triage code releases, striving to minimize defects and ensuring stability of the application and environmentsCoach team members for improved quality of releases, as well as professional growthBe pro-active in solution discovery for work bottlenecks, release management, team coordination, and overall workflow efficiencyBe able to manage multiple tasks; to determine urgency and priorities for timely resolutionListen and respond effectively to internal and external questions, issues, and balance the needs of customer and team satisfactionCommunicate with management regarding the status of assignments and any obstacles encountered that may hinder the achievement of designated goalsBe personally responsible; complete work in a timely, consistent manner; work hours necessary to complete assigned work; be regularly present and punctual; arrive prepared for work; be committed to doing the best job possibleBe the voice of the team to the business, and the voice of the business within the teamAdvantage Tech is proud to be recognized as Kansas City Business Journal’s #1 locally owned IT staffing firm. We are passionate about delivering world-class service and value to our clients.  Advantage Tech’s customized recruiting model enables us to place consultants locally and nationally. Our clients want the best candidate at the most reasonable rate within a set timeframe; that’s precisely what we provide them.  We go even further.   Our consultant retention program gives our clients the added comfort our people will perform well and finish the project.         Please visit advantagetech.net to learn more about our culture, benefits and career opportunities.",Software Development Manager,".NET Framework, Agile","Bengaluru, Karnataka",yes,3i.com,https://www.linkedin.com/company/3i/,0
63,Sify Technologies,"Our client, a major retirement fund organization is looking to hire a full time Business Systems Analyst for their Health Enrollments teamBusiness Systems Analyst Qualifications * Bachelor's degree or equivalent years of work experience required * Minimum of three (3) years experience in business analysis (gathering data for problems and issues) * Advanced skill level in MS Excel and Word, and basic skill level in PL/SQL required * Demonstrated experience in analysis, interpretation & reporting using large-scale health data sets * Experience with requirements gathering and assisting business units to develop applications (dashboards and scorecards) to monitor measures, metrics and KPI's * Experience with healthcare enrollment, eligibility, health coverage, Coordination of Benefits (COB), or Consolidated Omnibus Budget Reconciliation Act (COBRA) in a health insurance or benefits environment preferred * Strong interpersonal skills with attention to detail and accuracy; ability to interact and communicate well with all levels of staff * Excellent analytical and problem solving skills * Ability to work well in a team environment, meet tight deadlines and handle several projects simultaneously * Available to work evenings and weekends as needed * Must meet performance standards including attendance and punctuality",Business Systems Analyst,"Analysis, Analyst, Excel, Metrics, PL/SQL, SQL","Chandigarh , Chandigarh",yes,sify.com,https://www.linkedin.com/company/sify/,0
64,Seagate India,"Sr. UI developers who are good with angular.js, Javascript, HTML, CSS, and ideally have experience building pixel perfect UI development for applications Need 10+years of experienceRegardsRajesh. C510-469-0302  ",Sr. UI Developer- Only Locals,"Angular JS, Javascript","Chennai, Tamil Nadu ",yes,seagate.com,https://www.linkedin.com/company/seagate/,0
65,CSS Corp,"We are staffing a large Wordpress CMS project in Los Angeles. Travel Expenses and/or Relocation assistance is available! We are looking for 1 Project Manager and 2 DevelopersExperience working on a government site is required – at least one projectAny City, County or State Agency would be fine.Project Manager must be Agile Certified.Details are below for both positionsI can be reached anytime on my cell phone at 714-364-7620ThanksDavid  Project Manager – Agile Certification Required3-4+ Years as a PM Developing Wordpress CMS websitesGraphical Interfaces Website Prototypes Functionality including Surveys, Fillable Forms, Subscriptions, Dynamic Menus, Responsive Design App IntegrationRedhat 6 and 7Systems Support, Security and MaintenanceLinux, Apache, AcunetixEnvironment – Javascript, PHP, CSS, HTML, Linux, MYSQL, PostgreSQL, Maria DBDeveloper – Must have Public Sector Website Experience – at least 1 ProjectDesigning, Developing and Configuring Responsive Wordpress CMS sitesStrong Specification and Requirements writing and developmentEnvironment Javascript, PHP, CSS, HTML, Linux, MYSQL, PostgreSQL, Maria DBAdobe Creative Suite - AcrobatDavid EtnireRecruiting ManagerD: 949-346-2503 | C: 714-364-7620detnire@agematech.com | www.agematech.com",Wordpress Project - PM and Developers - Los Angeles - Long Term - Travel Paid,Project Manager and 2 Senior Developers Needed! - All Wordpress!,"Delhi, Delhi",yes,css.com,https://www.linkedin.com/company/css/,0
66,Zicom Electronic Security Systems,"Peoplesoft HCM Time & labor ConsultantLocation: Washington DCDuration: 7 Months contract A minimum 10 years of PeopleSoft HCM experience with at least five years of recent Time & labor experience including integration with Kronos Timekeeping products. A minimum of 2 years recent experience providing functional production support for the PeopleSoft Version 9.1 Time & Labor, North American Payroll, and Absence Management modules. Experience with systems configuration and customizations.Experience with the integration of the Trapeze scheduling system and Kronos Time clocks with PeopleSoft Time & Labor.Experience with the integration of PeopleSoft Time & Labor with Absence Management and the Projects module. The ability to clearly communicate both verbally and in writing with clients staff.Experience providing training, requirements documentation, test scripts, employee communications, and job aides.Experience with Viso, STAT, and Microsoft Office software.Experience working in the Transit Industry, and working in environments with multiple Collective Bargaining Agreements.   Regards, Krishna Gurram  Agile Global Solutions, Inc13405 Folsom Blvd, Suite 515, Folsom, CA 95630Work: 916-696-8068krish@agileglobalsolutions.comhttp://www.agileglobalsolutions.com",Peoplesoft HCM Time & labor Consultant,"PeopleSoft HCM , recent Time & labor experience including integration with Kronos Timekeeping products, PeopleSoft Version 9.1 Time & Labor, North American Payroll","Hyderabad, Telangana",yes,zicom.com,https://www.linkedin.com/company/zicom/,0
67,Geometric,"The Senior Security Engineer is a member of the information security team, with an advanced level of competency, focusing on information security governance to develop, review, and oversee the implementation of security requirements and best practices throughout the computing environments. The Senior Security Engineer works closely with others to develop, implement, review, and monitor a comprehensive information security program. This includes a wide range of technical responsibilities where you will apply your technology and information security experience to critical business initiatives and projects. The Senior Security Engineer works with the IT team, and others, to review, select, configure, and deploy technical controls in order to meet specific security requirements, and defines processes and standards to ensure that security configurations are maintained. Responsibilities:Evaluates risk, assesses controls, and identifies improvements to mitigate risk.Conducts technology and system assessments, provides technical consultation and ensures system security functionality.Conducts regular internal compliance audits to evaluate the company's adherence to regulations, as well as compliance with company directives, standards, and procedures.Works with others to improve the firms security posture.Maintain detailed awareness of regulatory requirements relating to software development, data loss prevention, and infrastructure management.Ensure availability/coverage of critical systems/agents.Participate in security incident investigations and prepare reports documenting the findings.Improve security infrastructure and reporting, and influence security architecture.Create visual presentations that clearly communicate key messages to technical and non-technical employees alike.Demonstrate outstanding teamwork skills.Research, identify and implement security solutions as well as perform computer and network security vulnerability assessments and scans to identify, evaluate and mitigate security risks, threats and vulnerabilities.Review log files across Endpoints.Monitor and maintain security systems in accordance with corporate policies.Evaluate and correct corporate security violations and breaches and report such violations as necessary.Education:High school diploma or equivalent required.Bachelor’s Degree in Computer Science, Information Technology or other related scientific of technical discipline required or demonstrated ability to meet the position requirements through a comparable number of years of applicable work experience with at least one certification.Certified Information Systems Security Professional (CISSP), Information Systems Security Engineering Professional (ISSEP), or other security certifications a plus. Global Industrial Cyber Security Certification (GICSP) is desired.Experience:10+ years of extensive hands on experience in Information Technology and 5+ years of experience in IT Security.Advanced technical background and able to understand network, operating system, database, and application development design and support.Advanced knowledge of security technologies such as vulnerability management, intrusion detection/prevention, log monitoring, endpoint protection, and forensic analysis.Advanced communication, documentation, prioritization and change management skills.Displays an ability to effectively communicate security exposures, misuse, and noncompliance situations to appropriate technical and non-technical personnel.Experience conducting security assessment or working in vulnerability management.Excellent problem solving/analytical skills.Experience with one or more of the following or similar products: Nexpose/Rapid7, CyberArk, Proofpoint, SourceFire, endpoint protection & malware detection (Carbon Black/Bit9/FireAMP), Quest, TrendMicro, Cisco and/or Palo Alto IDS/IPS/Firewalls.Experience producing technical documentation, spreadsheet reports, and visual presentations.Scripting or general purpose programming languages (JavaScript, PowerShell, Python, etc.)Knowledge of LANs, WANs, SANs, Microsoft Active Directory, Microsoft Windows server and desktop operating systems, Linux operating systems, Microsoft IIS, Microsoft SQL, and the management of firewall technology.Strong working knowledge of security related standards/regulations/control frameworks such as NIST, SOX, ISO2700X, COBIT, and/or PCI DDS.Has fundamental level awareness and knowledge of Industrial Control Systems (ICS), Supervisory Control and Data Acquisition (SCADA), and/or Distributed Control Systems (DCS) environments and supporting and defending these environments to keep them safe, secure, and resilient against current and emerging cyber threats.",IT Sr. Security Engineer,"ACTIVE DIRECTORY,CISCO,FIREWALL,SCADA,SECURITY ENGINEER","Indore, Madhya Pradesh",yes,geometric.com,https://www.linkedin.com/company/geometric/,0
